track_name,artist_name,mood,Unnamed: 0,duration_ms,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Kenny,Still Woozy,SCARED,508620,194133,2021,56,0.743,0.49,1,-10.845,1,0.0377,0.307,0.0393,0.108,0.394,120.028
New Flesh,Current Joys,SCARED,87539,167987,2013,71,0.62,0.594,9,-16.066,1,0.0383,0.887,0.5,0.0917,0.698,165.861
Still Beating,Mac DeMarco,SCARED,271176,181587,2017,71,0.709,0.496,1,-10.528,0,0.0417,0.581,0.191,0.151,0.469,78.477
Bubble Gum,Clairo,SCARED,399068,175961,2019,76,0.509,0.0167,9,-24.639,1,0.115,0.979,2.72e-05,0.387,0.229,207.97
Always Forever,Cults,SCARED,87537,223747,2013,78,0.174,0.742,8,-5.93,1,0.0485,0.00181,0.281,0.198,0.36,163.378
I Love You So,The Walters,SCARED,87418,160254,2014,70,0.578,0.669,10,-4.898,1,0.0377,0.65,0.0,0.13,0.503,75.995
Homage,Mild High Club,SCARED,235638,177493,2016,75,0.546,0.465,5,-8.167,1,0.0287,0.153,0.00259,0.321,0.415,73.369
Lover Is a Day,Cuco,SCARED,87614,456000,2016,73,0.406,0.647,3,-10.453,1,0.0413,0.0427,0.193,0.1,0.344,180.044
welcome and goodbye,"Dream, Ivory",SCARED,342791,140643,2018,69,0.584,0.717,0,-5.175,0,0.0266,0.0194,0.756,0.0739,0.659,140.031
Money,The Drums,SCARED,1150688,233655,2011,60,0.603,0.918,4,-6.652,0,0.0641,0.216,0.146,0.287,0.452,102.473
Blondie,Current Joys,SCARED,87538,194733,2013,72,0.776,0.626,6,-12.561,1,0.0396,0.622,0.899,0.086,0.866,122.072
no way !,Yot Club,SCARED,406482,166458,2019,65,0.651,0.696,7,-7.889,1,0.0314,0.0949,0.903,0.387,0.62,130.27
Friends,Vacations,SCARED,345641,204827,2018,40,0.73,0.925,6,-2.501,1,0.0456,0.174,0.0,0.235,0.86,123.075
MINE,awfultune,SCARED,399125,175354,2019,61,0.693,0.0693,1,-20.707,1,0.0492,0.845,1.14e-06,0.142,0.217,67.448
Not Allowed,TV Girl,SCARED,245682,167864,2016,81,0.67,0.905,1,-6.855,1,0.129,0.669,0.000227,0.349,0.563,104.965
Tired,beabadoobee,SCARED,342788,199515,2018,71,0.63,0.418,7,-7.111,0,0.0254,0.483,0.15,0.111,0.345,140.037
Kingston,Faye Webster,SCARED,399071,202653,2019,71,0.73,0.355,10,-9.13,0,0.0359,0.154,0.00155,0.117,0.56,142.143
Tinder Song,Victor Internet,SCARED,293668,120375,2017,54,0.619,0.465,11,-7.327,1,0.0238,0.51,2.54e-05,0.0958,0.554,79.983
Inside Out,Duster,SCARED,21959,141040,1998,39,0.5529999999999999,0.465,9,-9.664,1,0.0301,0.8370000000000001,0.97,0.102,0.6509999999999999,79.22399999999998
I Met Sarah in the Bathroom,awfultune,SCARED,399110,121375,2019,65,0.675,0.408,0,-10.861,1,0.142,0.901,0.000714,0.16,0.229,90.111
"Dream, Ivory","Dream, Ivory",SCARED,286624,188266,2017,64,0.535,0.568,1,-4.829,1,0.0285,0.0796,0.331,0.07,0.193,120.051
Bloom Later,JesseÂ®,SCARED,293595,160307,2017,61,0.513,0.318,0,-10.451,1,0.0314,0.796,0.0,0.177,0.249,81.923
WANTED U,Joji,SCARED,350238,251015,2018,67,0.305,0.715,7,-7.54,1,0.0554,0.105,0.0495,0.0906,0.29,82.977
striptease,carwash,SCARED,399096,160659,2019,67,0.693,0.575,8,-8.887,1,0.0727,0.124,0.946,0.102,0.728,130.033
Looking Out for You,Joy Again,SCARED,235637,179499,2016,77,0.682,0.9,9,-5.028,1,0.0874,0.0884,0.063,0.0685,0.937,100.721
Blue,"Dream, Ivory",SCARED,286649,150023,2017,58,0.545,0.941,4,-2.653,1,0.0283,0.0387,0.71,0.154,0.502,150.04
My Kind of Woman,Mac DeMarco,SCARED,18491,190846,2012,79,0.501,0.765,6,-7.063,0,0.0281,0.00294,0.49,0.184,0.46,91.771
How - demo,Clairo,SCARED,342802,127040,2018,66,0.649,0.428,8,-4.584,0,0.0313,0.766,0.00294,0.0816,0.514,77.057
Show Me How,Men I Trust,SCARED,342778,215111,2018,79,0.791,0.267,5,-11.997,1,0.0415,0.674,0.534,0.102,0.544,165.99
Lovers Rock,TV Girl,SCARED,140597,213920,2014,85,0.559,0.871,5,-5.338,0,0.0397,7.53e-06,0.00545,0.096,0.572,104.97
Jealous,Eyedress,SCARED,406368,122339,2019,82,0.474,0.921,9,-10.431,0,0.0457,0.00491,0.85,0.476,0.696,93.01
She Likes Another Boy,Oscar Lang,SCARED,286613,207827,2017,69,0.703,0.191,1,-14.078,0,0.0287,0.922,0.865,0.114,0.327,61.932
we fell in love in october,girl in red,SCARED,1843,184153,2018,82,0.566,0.366,7,-12.808,1,0.028,0.113,0.181,0.155,0.237,129.959
Don't Forget About Me,d4vd,SCARED,62722,268854,2015,63,0.494,0.243,5,-9.083,0,0.0316,0.8220000000000001,0.00225,0.147,0.0722,126.063
What Would I Do?,Strawberry Guy,SCARED,399084,234000,2019,68,0.539,0.461,11,-7.674,1,0.0279,0.457,0.903,0.072,0.436,128.635
Apocalypse,Cigarettes After Sex,SCARED,255746,290147,2017,81,0.369,0.467,5,-9.018,1,0.0274,0.0194,0.46,0.109,0.174,94.473
Sunsetz,Cigarettes After Sex,SCARED,255747,214680,2017,77,0.412,0.477,9,-9.381,0,0.029,0.0542,0.798,0.0975,0.141,75.302
Pluto Projector,Rex Orange County,SCARED,406389,267520,2019,76,0.379,0.219,5,-11.196,1,0.0307,0.707,0.000691,0.118,0.188,79.786
Cocaine Sunday,Eyedress,SCARED,350241,168740,2018,66,0.544,0.765,4,-6.491,1,0.0259,0.00818,0.821,0.15,0.429,153.916
Pretty Boy,The Neighbourhood,SCARED,423459,234093,2020,75,0.578,0.386,6,-11.464,1,0.0278,0.208,0.0453,0.307,0.569,154.902
Mr. Loverman,Ricky Montgomery,SCARED,245684,216880,2016,76,0.639,0.526,0,-6.697,1,0.0256,0.245,2.43e-05,0.25,0.488,130.033
Blue Hair,TV Girl,SCARED,342775,217000,2018,80,0.751,0.72,4,-6.376,1,0.0303,0.554,0.0497,0.258,0.884,135.73
The Moon Song,"beabadoobee, Oscar Lang",SCARED,161156,141040,2017,65,0.405,0.0854,0,-15.488,1,0.0336,0.968,0.0121,0.139,0.148,93.768
Constellations,Duster,SCARED,68446,223200,1998,35,0.8640000000000001,0.326,2,-12.607,1,0.0643,0.894,0.858,0.109,0.142,110.328
Die For You,Joji,SCARED,569205,211667,2022,83,0.472,0.518,8,-7.379,1,0.051,0.383,0.127,0.289,0.154,147.805
Good Looking,Suki Waterhouse,SCARED,561974,214800,2022,78,0.364,0.554,4,-9.076,1,0.0301,0.077,0.000297,0.125,0.257,150.079
Moonlight on the River,Mac DeMarco,SCARED,271175,422613,2017,74,0.662,0.478,9,-8.631,1,0.0451,0.252,0.833,0.216,0.43,139.98
Pretty Girl,Clairo,SCARED,87706,178352,2017,77,0.93,0.611,0,-4.4060000000000015,1,0.0415,0.593,0.00124,0.0592,0.695,112.127
From the Subway Train,Vansire,SCARED,342779,57370,2018,77,0.392,0.429,5,-10.279,0,0.0462,0.527,0.015,0.217,0.105,72.104
The Blonde,TV Girl,SCARED,140604,227760,2014,66,0.501,0.547,1,-7.961,0,0.0243,0.225,0.912,0.288,0.225,87.692
Cigarettes out the Window,TV Girl,SCARED,245683,198961,2016,81,0.625,0.659,0,-5.669,1,0.0337,0.12,0.0,0.17,0.594,113.551
Starboy ,Weeknd ,ANGRY,1600,230453,2016,0,0.681,0.594,7,-7.028,1,0.282,0.165,3.49e-06,0.134,0.535,186.054
Believer,Imagine Dragons,ANGRY,1737,204346,2017,1,0.779,0.787,10,-4.305,0,0.108,0.0524,0.0,0.14,0.708,124.982
Don't Let me down,Chain Smokers,ANGRY,445601,200391,2020,53,0.854,0.674,0,-7.32,1,0.0597,0.345,9.82e-05,0.12,0.729,109.958
Don't get in my way ,Zack Hemsey,ANGRY,54902,408097,2013,56,0.649,0.738,8,-6.181,1,0.0395,0.237,0.95,0.118,0.165,87.98700000000002
"Rap God 
",Eminem,ANGRY,85740,363521,2013,76,0.708,0.843,7,-2.66,1,0.314,0.397,0.0,0.799,0.625,148.14
Thunde,Imagine dragons ,ANGRY,1706,187146,2017,1,0.6,0.81,0,-4.749,1,0.0479,0.00683,0.21,0.155,0.298,167.88
Green Day,Boulevard of broken dreams,ANGRY,506,261266,2004,72,0.49,0.679,8,-3.68,1,0.0309,0.00394,1.54e-05,0.0383,0.506,167.046
Aarambh ,Piyush mishra ,ANGRY,1037626,295867,2009,67,0.693,0.778,1,-8.087,0,0.248,0.555,0.0,0.094,0.282,125.025
Tiktok,Kesha,ANGRY,1004,199693,2010,80,0.755,0.837,2,-2.718,0,0.142,0.0991,0.0,0.289,0.714,120.028
1x1 , Bring Me The Horizon,ANGRY,193299,222760,2015,56,0.481,0.938,11,-4.759,0,0.0781,0.00301,0.000153,0.0859,0.357,134.962
Just lose it,Eminem,ANGRY,445,248680,2004,67,0.94,0.633,8,-3.56,1,0.0467,0.0581,4.04e-05,0.281,0.962,121.003
Mockingbird,Eminem,ANGRY,535,250760,2004,77,0.637,0.678,0,-3.798,1,0.266,0.209,0.0,0.156,0.254,84.039
Nothing Else Matters ,Metallica,ANGRY,85044,388733,1991,69,0.5579999999999999,0.364,4,-11.258,0,0.0265,0.0505,5.02e-06,0.0753,0.17,142.171
System of a down ,Toxicity,ANGRY,693904,218933,2001,80,0.413,0.873,8,-4.151,1,0.0536,0.000264,0.00249,0.204,0.48,116.68
Love the way you lie ,Eminem ,ANGRY,1001,263373,2010,81,0.749,0.925,10,-5.034,1,0.227,0.241,0.0,0.52,0.641,86.989
I am machine, 3 day grace,ANGRY,162927,200147,2015,66,0.402,0.97,2,-4.538,0,0.0668,1.29e-05,2.62e-06,0.189,0.476,75.106
Calm down,"Rema , Selena Gomez",ANGRY,569191,239318,2022,93,0.801,0.806,11,-5.206,1,0.0381,0.382,0.000669,0.114,0.802,106.999
Animal i have become three days grace,Three Days Grace,ANGRY,881831,231400,2006,72,0.553,0.853,8,-3.668,1,0.0339,0.000684,0.0,0.126,0.506,122.023
Wake Me Up,Avicil,ANGRY,1303,247426,2013,6,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08
Killing ion the name,Rage,ANGRY,1117128,292400,2011,9,0.241,0.929,7,-4.738,1,0.0546,0.00697,0.0,0.387,0.604,86.505
Since I been gone ,Kely  Clarkson,ANGRY,594,188960,2004,71,0.662,0.739,9,-5.354,0,0.0322,0.00206,0.0603,0.113,0.382,130.999
Arijit Singh ,Sajni,ANGRY,406948,325460,2019,32,0.499,0.48,1,-6.45,1,0.0415,0.619,0.0,0.319,0.577,99.886
let it happen,Tame Impala ,ANGRY,87524,467587,2015,74,0.602,0.8809999999999999,1,-5.875,0,0.0443,0.00462,0.0266,0.111,0.5770000000000001,125.012
 What a beautiful name,Hillsong,ANGRY,125824,238200,2017,64,0.424,0.506,2,-5.877000000000002,1,0.0284,0.201,0.0,0.11,0.138,135.90200000000002
Levels,Avicil,ANGRY,106367,338867,2011,59,0.601,0.8340000000000001,1,-6.573,0,0.0358,0.0295,0.888,0.34,0.352,125.991
Feel So Close,Calvin Harris,ANGRY,42458,274275,2012,8,0.417,0.87,2,-3.02,1,0.0389,0.000305,1.44e-05,0.18,0.121,139.989
Alone,Marshmello,ANGRY,1638,273802,2016,71,0.631,0.953,2,-3.739,1,0.0343,0.0241,0.0155,0.108,0.422,141.99
DonÕt You Worry Child,Swedish House Mafia,ANGRY,12195,403493,2012,61,0.632,0.88,2,-4.051,1,0.0463,0.0144,0.0021,0.118,0.338,129.007
Titanium,David Guetta,ANGRY,18656,238123,2012,41,0.599,0.637,0,-7.44,0,0.0747,0.16,0.000204,0.354,0.568,125.947
Hey Mama,David Guetta,ANGRY,494062,192560,2021,47,0.596,0.73,9,-4.091,1,0.151,0.24,0.0,0.325,0.524,85.979
Save The World,Swedish House Mafia,ANGRY,1154,213337,2011,65,0.507,0.665,0,-7.598,1,0.0474,0.0144,0.0,0.0759,0.4,126.879
Happier,Marshmello,ANGRY,1864,214289,2018,82,0.687,0.792,5,-2.749,1,0.0452,0.191,0.0,0.167,0.671,100.015
Summer,Calvin Harris,ANGRY,1434,224506,2014,21,0.603,0.861,4,-3.565,0,0.0325,0.0215,0.043,0.1,0.72,127.962
Scary Monsters and Nice Sprites,Skrillex,ANGRY,1082448,243354,2010,58,0.523,0.944,7,-3.581,0,0.0837,0.00336,0.557,0.119,0.324,139.997
Faded,Alan Walker,ANGRY,1630,212106,2018,78,0.468,0.627,6,-5.085,1,0.0476,0.0281,7.97e-06,0.11,0.159,179.642
Delirious,Steve Aoki,ANGRY,126088,223601,2014,26,0.701,0.907,1,-4.437,1,0.0548,0.0147,0.0,0.167,0.914,127.985
The Business,Tiesto,ANGRY,433220,164000,2020,80,0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031
Ghosts ÔnÕ Stuff,Deadmau5,ANGRY,126167,328740,2014,24,0.616,0.621,5,-6.939,0,0.125,5.18e-05,0.105,0.16,0.465,127.978
Bangarang,Skrillex,ANGRY,451090,97655,2020,60,0.557,0.939,6,-5.699,1,0.154,0.00345,0.406,0.735,0.569,145.023
Red Lights,Tiesto,ANGRY,1468,263890,2013,0,0.653,0.829,10,-4.783,1,0.0377,0.000739,1.5e-06,0.225,0.545,124.989
Alone,Alan Walker,ANGRY,231099,161200,2016,60,0.676,0.929,10,-3.194,1,0.0458,0.186,0.000405,0.121,0.157,97.019
Strobe,Deadmau5,ANGRY,1029313,633187,2009,46,0.433,0.444,8,-9.911,0,0.0372,0.013,0.856,0.121,0.0356,128.01
Waste It On Me,Steve Aoki,ANGRY,321175,192537,2018,61,0.669,0.684,7,-4.595,1,0.0585,0.252,0.0,0.72,0.466,96.097
Kasam Khake Kaho,"Alka Yagnik, Kumar Sanu",HAPPY,736166,353000,2002,45,0.626,0.923,9,-7.012,0,0.046,0.15,6.03e-05,0.0414,0.86,114.021
"Nashe Si Chadh Gayi (From ""Befikre"")","Arijit Singh, Caralisa Monteiro",HAPPY,462611,238289,2020,25,0.801,0.779,4,-5.515,0,0.0555,0.112,0.0,0.206,0.267,96.949
College Ki Ladkiyon,Udit Narayan,HAPPY,739746,349000,2002,46,0.667,0.901,7,-7.431,1,0.05,0.0614,0.011,0.0642,0.9,111.931
Pupilas Lejanas,Los Pericos,HAPPY,360133,241232,2018,36,0.697,0.651,0,-6.554,0,0.039,0.0571,0.0,0.668,0.91,144.93
Fevicol Se,"Mamta Sharma, Wajid",HAPPY,40639,289866,2012,56,0.752,0.822,5,-8.471,0,0.102,0.131,0.0,0.27,0.917,119.966
Sheila Ki Jawani,"Sunidhi Chauhan, Vishal Dadlani",HAPPY,1101619,281707,2010,63,0.803,0.859,6,-4.405,0,0.185,0.305,6.18e-05,0.553,0.631,101.007
Prem Ratan Dhan Payo,Palak Muchhal,HAPPY,197914,319343,2015,47,0.451,0.922,11,-6.26,1,0.216,0.48,3.65e-05,0.0616,0.495,92.409
Jhalak Dikhla Ja,Himesh Reshammiya,HAPPY,869337,317560,2005,58,0.688,0.737,2,-10.051,1,0.0443,0.015,0.00025,0.0599,0.635,110.969
"Ghagra (From ""Yeh Jawaani Hai Deewani"")","Rekha Bhardwaj, Vishal Dadlani",HAPPY,94259,304307,2013,18,0.706,0.92,8,-5.208,1,0.172,0.222,0.0,0.319,0.696,101.94
Sadi Gali,Lehmber Hussainpuri,HAPPY,1140412,264900,2011,62,0.726,0.994,5,-2.433,0,0.0543,0.021,0.0108,0.222,0.779,129.989
Ek Dilruba Hai,Udit Narayan,HAPPY,869361,408840,2005,52,0.76,0.565,5,-9.737,0,0.0489,0.239,2.35e-06,0.102,0.758,126.016
Pyar Dilon Ka Mela Hai,"Alka Yagnik, Sonu Nigam",HAPPY,653247,297947,2000,53,0.646,0.944,5,-6.366,0,0.212,0.039,5.48e-06,0.0645,0.666,126.906
Terre Pyaar Mein,Himesh Reshammiya,HAPPY,516049,333334,2021,48,0.597,0.629,3,-5.013,0,0.0284,0.121,0.0,0.198,0.594,125.968
Balam Pichkari,"Pritam, Vishal Dadlani, Shalmali Kholgade",HAPPY,54932,288903,2013,57,0.732,0.944,0,-4.115,1,0.09,0.209,0.0,0.403,0.957,120.019
"Shanivaar Raati (From ""Main Tera Hero"")","Arijit Singh, Shalmali Kholgade",HAPPY,406785,261062,2019,36,0.684,0.892,10,-4.427,0,0.0395,0.0307,3.51e-06,0.0833,0.721,132.007
Mauja Hi Mauja,"Pritam, Mika Singh",HAPPY,46780,245100,2007,52,0.738,0.873,2,-5.659,1,0.107,0.075,0.0294,0.225,0.484,104.983
Rama 'O' Rama,Kailash Kher,SCARED,1048456,318104,2009,26,0.614,0.798,5,-6.894,1,0.061,0.184,0.0,0.265,0.835,119.986
Jiya Re,Javed Ali,SCARED,570318,251678,2022,15,0.321,0.651,5,-5.141,1,0.0346,0.455,0.0,0.155,0.37,143.735
